Symbol	h1u0hetero	h1u10hetero	h1u100hetero	h1u500hetero
symb3master_613	29.04	29.27	26.88	27.09
symb3master_614	12.42	13.81	14.30	14.42
symb3master_615	9.12	9.28	8.82	8.90
symb3master_616	20.91	21.03	20.06	20.79
symb3master_617	4.17	3.92	3.91	4.02
symb3master_618	28.23	27.00	27.35	28.96
symb3master_619	40.63	38.32	37.26	37.64
symb3master_620	1.70	3.15	3.61	3.35
symb3master_621	80.43	83.56	77.58	76.43
symb3master_622	52.18	57.49	54.25	55.80
symb3master_624	118.61	107.11	108.85	106.07
symb3master_625	48.91	47.85	46.93	50.40
symb3master_626	6.35	6.60	7.61	8.86
symb3master_627	13.72	13.78	17.34	16.12
symb3master_628	40.52	40.48	43.62	44.16
symb3master_629	17.74	17.23	17.55	16.40
symb3master_630	20.04	21.48	21.18	18.55
symb3master_631	54.20	54.55	66.52	62.66
symb3master_632	32.41	30.28	26.79	26.82
symb3master_633	55.92	54.93	53.55	55.43
symb3master_634	11.51	10.69	10.84	11.73
symb3master_635	260.83	250.15	270.01	268.74
symb3master_636	16.03	15.76	16.02	14.89
symb3master_637	5.69	5.72	5.46	5.91
symb3master_638	9.72	9.46	9.49	8.93
symb3master_639	14.97	15.08	15.98	16.42
symb3master_640	23.48	22.84	21.37	21.66
symb3master_641	18.36	19.18	17.48	17.96
symb3master_642	17.02	14.49	16.24	16.03
symb3master_643	8.49	8.72	7.73	8.71
symb3master_644	7.73	8.22	7.89	8.54
symb3master_645	17.08	17.44	17.99	18.07
symb3master_646	34.26	34.59	35.69	35.62
symb3master_647	36.17	35.76	32.39	33.44
symb3master_648	26.86	24.16	25.73	23.95
symb3master_649	15.66	19.65	20.16	18.67
symb3master_650	0.18	0.07	0.47	0.73
symb3master_651	19.49	19.51	16.87	17.27
symb3master_652	37.69	37.96	44.45	45.22
symb3master_653	37.63	37.17	41.73	38.77
symb3master_654	247.63	243.98	235.96	231.04
symb3master_655	0.75	0.79	0.84	0.47
symb3master_656	16.09	16.22	15.69	15.22
symb3master_657	16.46	17.19	16.59	15.97
symb3master_658	22.33	21.87	22.68	22.51
symb3master_659	17.77	17.22	18.17	17.10
symb3master_660	9.56	9.74	9.35	9.18
symb3master_661	6.25	6.09	6.44	5.67
symb3master_662	11.86	11.32	9.68	9.30
symb3master_663	50.78	49.40	49.59	44.37
symb3master_664	13.83	16.00	15.16	15.44
symb3master_665	131.70	133.99	136.68	129.29
symb3master_666	36.63	36.19	33.10	32.22
symb3master_667	1.75	1.43	1.69	1.53
symb3master_668	7.29	5.80	5.99	5.86
symb3master_669	663.29	628.73	583.65	575.28
symb3master_670	14.38	13.89	13.67	14.97
symb3master_671	12.34	12.15	12.99	13.01
symb3master_672	34.36	34.19	32.95	34.27
symb3master_673	586.99	604.42	606.05	584.61
symb3master_674	12.89	14.16	14.09	14.04
symb3master_675	17.52	16.30	14.70	14.94
symb3master_676	112.93	108.22	99.18	100.53
symb3master_677	28.88	29.41	28.83	29.74
symb3master_678	5.28	5.50	5.01	5.07
symb3master_679	72.29	67.26	70.65	71.74
symb3master_680	16.71	14.66	14.25	16.57
symb3master_681	5.05	6.46	6.02	5.79
symb3master_682	23.52	24.33	23.91	24.01
symb3master_683	44.28	45.74	42.12	41.14
symb3master_684	0.45	0.59	0.89	0.52
symb3master_685	8.88	8.80	8.74	8.84
symb3master_686	17.64	17.50	16.56	16.49
symb3master_687	53.54	54.96	57.16	55.07
symb3master_688	17.12	19.28	19.89	21.18
symb3master_689	2.02	1.67	2.04	1.93
symb3master_690	19.99	18.76	17.11	16.74
symb3master_691	11.01	12.62	12.03	11.94
symb3master_692	4.85	6.01	6.23	5.99
symb3master_693	84.44	78.70	98.07	89.09
symb3master_694	3.19	2.44	2.69	2.57
symb3master_695	20.06	22.66	21.11	21.29
symb3master_696	27.39	27.70	28.66	24.21
symb3master_697	22.30	24.31	21.63	20.75
symb3master_698	21.91	21.98	22.59	23.49
symb3master_699	7.12	6.84	6.15	6.52
symb3master_700	14.64	16.00	14.75	16.08
symb3master_701	87.04	87.34	83.45	84.68
symb3master_702	19.10	19.79	19.97	20.96
symb3master_703	23.78	22.04	20.63	20.10
symb3master_704	128.01	133.09	136.50	140.38
symb3master_705	22.20	22.07	24.58	24.53
symb3master_706	17.88	16.83	15.68	15.86
symb3master_707	14.32	14.42	15.84	15.20
symb3master_708	25.49	26.29	23.53	25.12
symb3master_709	31.36	30.50	31.65	27.11
symb3master_710	21.07	21.80	22.12	22.12
symb3master_711	39.64	37.92	34.40	32.25
symb3master_712	20.69	20.55	19.54	19.51
symb3master_713	19.88	19.23	18.70	20.10
symb3master_714	53.25	51.81	62.52	64.63
symb3master_715	98.10	102.20	107.75	105.63
symb3master_716	9.36	10.35	13.16	12.77
symb3master_717	29.52	28.86	26.53	24.51
symb3master_718	13.46	12.89	13.29	12.62
symb3master_719	19.33	18.72	17.95	17.21
symb3master_720	15.86	15.63	16.81	17.98
symb3master_721	128.38	131.06	137.11	134.74
symb3master_722	23.67	27.89	26.88	27.23
symb3master_723	12.18	11.31	10.10	10.31
symb3master_724	21.06	20.59	19.87	20.52
symb3master_725	46.79	45.70	42.19	42.83
symb3master_726	13.00	12.60	14.15	13.76
symb3master_727	39.42	38.10	32.84	33.40
symb3master_728	21.96	21.73	20.24	22.53
symb3master_729	27.72	26.35	26.55	27.61
symb3master_730	22.80	22.55	23.48	23.58
symb3master_731	14.47	14.84	19.22	18.10
symb3master_732	11.66	11.95	10.18	10.19
symb3master_733	35.59	36.99	39.13	37.51
symb3master_734	10.51	10.72	10.23	9.55
symb3master_735	9.49	11.29	11.21	11.06
symb3master_736	16.39	18.83	18.07	16.82
symb3master_737	9.28	10.87	9.69	9.32
symb3master_738	9.17	8.42	8.90	9.15
symb3master_739	6.49	7.72	7.99	7.50
symb3master_740	57.94	58.37	52.94	51.81
symb3master_741	27.49	25.47	29.73	28.84
symb3master_742	22.05	27.43	20.52	21.74
symb3master_743	26.75	29.32	31.52	31.07
symb3master_744	69.02	69.37	74.53	75.78
symb3master_745	15.31	16.17	16.11	15.67
symb3master_746	9.37	10.14	10.95	10.98
symb3master_747	14.85	16.05	15.56	14.96
symb3master_748	2.05	2.76	2.92	2.28
symb3master_749	11.83	11.15	11.56	11.08
symb3master_750	64.33	59.37	62.25	56.47
symb3master_751	18.40	17.64	18.60	18.37
symb3master_752	11.30	11.96	11.47	12.01
symb3master_753	18.13	17.49	17.77	17.33
symb3master_754	13.79	13.99	14.21	15.13
symb3master_755	15.73	17.48	16.75	17.35
symb3master_756	9.07	9.77	11.32	11.31
symb3master_757	19.38	19.21	18.49	19.44
symb3master_758	17.44	17.20	16.66	17.22
symb3master_759	16.14	17.60	18.07	17.51
symb3master_760	16.79	15.86	16.63	16.74
symb3master_761	11.30	13.30	14.43	14.94
symb3master_762	26.95	27.94	27.67	28.69
symb3master_763	14.36	14.02	15.01	15.79
symb3master_764	114.86	114.57	123.19	128.14
symb3master_765	41.51	41.77	47.09	45.73
symb3master_766	18.41	19.03	19.79	19.19
symb3master_767	19.65	18.64	18.29	19.07
symb3master_768	28.80	30.89	30.51	28.97
symb3master_769	22.76	22.56	20.31	17.31
symb3master_770	11.31	10.76	10.36	9.82
symb3master_771	28.24	30.90	30.76	28.02
symb3master_772	8.82	8.31	8.82	8.89
symb3master_773	27.28	28.61	27.75	30.19
symb3master_774	6.29	4.68	5.87	6.26
symb3master_775	38.27	37.27	31.77	32.40
symb3master_776	20.96	21.74	21.08	21.04
symb3master_777	26.74	27.28	26.46	26.14
symb3master_778	7.13	8.01	8.05	9.21
symb3master_779	23.21	20.17	27.49	32.27
symb3master_780	2.04	2.15	1.75	2.10
symb3master_781	24.31	23.11	24.24	24.19
symb3master_782	25.05	24.63	22.19	23.36
symb3master_783	11.49	11.30	11.97	11.56
symb3master_784	24.90	24.10	23.10	24.10
symb3master_785	15.38	15.24	15.55	16.18
symb3master_786	4.82	5.30	5.23	6.17
symb3master_787	7.67	6.67	6.77	6.71
symb3master_788	0.26	1.12	2.27	2.28
symb3master_789	76.92	78.47	82.02	77.57
symb3master_790	40.33	44.22	44.41	42.61
symb3master_791	11.43	11.41	12.12	11.62
symb3master_792	16.10	16.95	16.78	17.86
symb3master_793	47.25	49.65	55.27	50.98
symb3master_794	16.98	17.14	15.12	15.56
symb3master_795	12.18	11.64	12.95	11.69
symb3master_796	29.61	28.28	26.61	27.07
symb3master_797	27.00	26.79	26.30	25.72
symb3master_798	0.07	0.07	0.19	0.20
symb3master_799	21.27	20.11	19.69	20.63
symb3master_800	27.85	26.71	25.19	22.47
symb3master_801	21.06	19.88	17.81	19.10
symb3master_802	15.90	20.28	21.65	21.98
symb3master_803	28.20	26.72	27.09	28.14
symb3master_804	29.64	32.04	34.24	34.55
symb3master_805	13.91	13.67	13.13	14.34
symb3master_806	29.85	29.99	34.04	33.55
symb3master_807	16.52	15.35	14.98	14.53
symb3master_808	10.05	11.09	10.53	9.76
symb3master_809	8.68	11.40	11.17	10.54
symb3master_810	1.02	1.52	1.36	1.12
symb3master_811	15.73	16.32	15.15	14.19
symb3master_812	15.25	15.48	14.86	14.39
symb3master_813	18.80	18.32	17.46	19.28
symb3master_814	9.72	8.16	10.61	11.63
symb3master_815	14.97	14.45	13.81	14.29
symb3master_816	13.85	14.50	14.70	14.67
symb3master_817	15.07	15.20	17.51	15.41
symb3master_818	30.01	31.45	29.24	29.83
symb3master_819	13.16	12.32	13.34	13.09
symb3master_820	22.64	22.24	21.01	19.72
symb3master_821	25.03	26.96	24.41	24.15
symb3master_822	21.49	20.16	21.31	21.82
symb3master_823	15.56	14.78	14.78	14.78
symb3master_824	12.07	12.00	11.97	11.24
symb3master_825	19.48	19.74	19.77	18.19
symb3master_826	11.68	11.40	9.59	10.78
symb3master_827	15.34	13.89	14.16	13.42
symb3master_828	20.54	21.79	19.65	19.66
symb3master_829	20.46	18.39	20.08	22.16
symb3master_830	28.09	27.10	29.31	30.29
symb3master_831	20.08	21.45	21.15	19.98
symb3master_832	43.13	41.08	40.01	40.06
symb3master_833	43.76	42.28	42.69	41.12
symb3master_834	22.20	23.03	22.83	21.79
symb3master_835	29.94	27.23	34.09	33.99
symb3master_836	64.62	61.83	63.31	62.04
symb3master_837	24.49	26.10	26.02	26.26
symb3master_838	11.23	10.20	11.01	10.68
symb3master_839	19.21	20.63	18.63	18.60
symb3master_840	82.00	82.93	85.65	83.42
symb3master_841	14.41	16.60	15.53	15.78
symb3master_842	50.41	46.15	52.75	51.37
symb3master_843	25.65	27.63	28.11	25.69
symb3master_844	15.45	14.82	15.02	14.75
symb3master_845	59.18	55.66	52.46	52.44
symb3master_846	14.93	15.25	17.01	17.77
symb3master_847	2.55	2.58	2.85	2.69
symb3master_848	121.91	131.55	153.43	145.16
symb3master_849	9.88	9.62	9.86	9.35
symb3master_850	20.02	19.99	17.75	18.88
symb3master_851	37.29	39.87	40.23	39.25
symb3master_852	30.42	36.16	36.68	35.43
symb3master_853	15.52	13.85	16.59	16.69
symb3master_854	14.74	14.43	13.19	13.28
symb3master_855	14.28	14.60	13.58	13.61
symb3master_856	8.02	7.82	8.46	6.88
symb3master_857	68.62	67.94	68.68	69.96
symb3master_858	35.15	35.28	34.75	35.16
symb3master_859	20.44	21.39	19.58	20.02
symb3master_860	23.83	23.15	25.12	26.04
symb3master_861	26.48	25.51	26.76	26.43
symb3master_862	20.27	24.05	22.01	21.12
symb3master_863	18.23	18.31	17.07	17.22
symb3master_864	26.44	26.73	27.65	28.46
symb3master_865	21.59	21.53	19.74	19.88
symb3master_866	7.04	7.12	7.61	8.49
symb3master_867	20.48	20.61	20.95	20.00
symb3master_868	12.14	12.48	12.65	12.59
symb3master_869	8.40	7.79	9.10	9.17
symb3master_870	16.31	15.11	14.94	14.79
symb3master_871	4.19	4.41	4.92	4.54
symb3master_872	15.32	14.25	14.11	14.21
symb3master_873	1.31	1.15	0.75	1.27
symb3master_875	10.34	9.82	10.35	9.31
symb3master_877	24.23	24.49	24.02	24.47
symb3master_878	62.87	64.45	70.22	69.53
symb3master_879	76.78	79.17	81.99	85.19
symb3master_880	2.99	2.76	3.20	3.21
symb3master_881	1.74	1.29	1.48	1.71
symb3master_882	75.28	82.86	88.64	92.44
symb3master_883	31.99	29.38	36.70	40.09
symb3master_884	23.25	25.51	24.59	24.10
symb3master_885	1.34	1.85	1.36	1.35
symb3master_886	21.05	20.10	19.25	19.31
symb3master_887	13.09	11.26	14.06	13.51
symb3master_888	22.93	26.86	29.14	30.41
symb3master_889	15.92	18.02	15.52	14.41
symb3master_890	43.53	43.04	44.92	43.90
symb3master_891	12.02	11.65	11.36	11.19
symb3master_892	43.00	47.53	52.63	49.54
symb3master_893	16.62	15.54	15.75	16.24
symb3master_894	30.90	30.29	27.04	26.18
symb3master_895	9.21	8.54	9.38	8.78
symb3master_896	22.62	24.04	22.43	22.27
symb3master_897	29.89	28.07	29.62	29.92
symb3master_898	28.50	27.88	27.93	27.49
symb3master_899	17.36	15.39	18.40	18.43
symb3master_900	6.02	5.53	5.48	5.28
symb3master_901	239.56	237.45	312.65	320.88
symb3master_902	6.31	5.74	5.46	5.59
symb3master_903	6.76	6.20	6.52	7.10
symb3master_904	381.91	450.91	515.31	493.68
symb3master_905	13.55	13.69	13.54	13.49
symb3master_906	24.38	22.41	23.04	23.28
symb3master_907	17.59	16.39	20.19	19.52
symb3master_908	60.07	63.79	65.54	67.86
symb3master_909	7.22	8.06	8.61	9.06
symb3master_910	17.13	17.12	18.23	18.02
symb3master_911	11.72	10.76	10.87	10.86
symb3master_912	26.41	26.64	26.11	26.28
symb3master_913	88.15	85.58	83.24	78.44
symb3master_914	7.64	8.01	7.31	7.52
symb3master_915	15.18	15.33	16.41	15.08
symb3master_916	7.48	7.34	8.00	8.91
symb3master_917	40.80	40.77	39.51	41.11
symb3master_918	6.43	6.68	6.87	7.55
symb3master_919	19.63	19.24	20.14	19.10
symb3master_920	6.37	6.54	6.40	6.78
symb3master_921	4.17	5.87	5.37	4.81
symb3master_922	153.90	143.00	137.40	140.73
symb3master_923	18.23	19.62	18.19	17.84
symb3master_924	16.87	17.54	17.02	17.15
symb3master_925	6.09	6.67	6.86	7.00
symb3master_926	28.55	28.30	30.14	29.79
symb3master_927	46.20	45.59	43.28	47.19
symb3master_928	8.44	7.85	7.62	7.55
symb3master_929	10.33	11.08	11.49	11.29
symb3master_930	11.77	11.06	12.13	11.44
symb3master_931	21.51	21.58	18.92	20.67
symb3master_932	38.33	36.86	35.16	35.87
symb3master_933	24.47	26.20	26.44	24.63
symb3master_934	13.95	13.50	14.22	14.72
symb3master_935	7.50	7.08	7.22	6.93
symb3master_936	5.32	5.63	5.74	5.66
symb3master_937	24.52	25.20	24.59	23.23
symb3master_938	27.17	25.87	25.27	24.24
symb3master_939	13.82	14.62	11.31	10.36
symb3master_940	50.81	49.88	52.34	52.28
symb3master_941	23.47	22.49	21.21	21.37
symb3master_942	17.12	16.35	16.72	16.75
symb3master_943	6.01	5.77	5.06	4.94
symb3master_944	15.62	16.09	16.55	16.10
symb3master_945	19.49	19.32	18.03	19.16
symb3master_946	37.99	36.14	35.61	39.51
symb3master_947	41.19	41.30	40.37	42.28
symb3master_948	18.90	18.73	16.39	17.75
symb3master_949	22.39	26.10	23.64	22.95
symb3master_950	16.49	16.31	14.92	16.21
symb3master_951	2.23	3.09	3.63	3.50
symb3master_952	1.23	0.92	1.12	0.85
symb3master_953	10.74	10.56	10.34	9.89
symb3master_954	12.67	11.31	11.66	11.33
symb3master_955	39.26	40.22	37.85	38.03
symb3master_956	7.19	6.59	7.27	7.40
symb3master_957	16.22	17.54	19.06	18.91
symb3master_958	41.89	42.78	43.43	41.50
symb3master_959	2.87	3.13	3.07	2.83
symb3master_960	3.44	3.90	3.53	3.38
symb3master_961	21.78	20.12	19.69	21.07
symb3master_962	22.69	23.85	21.41	21.27
symb3master_963	6.62	6.33	6.85	6.51
symb3master_964	50.59	49.01	51.22	52.44
symb3master_965	7.26	6.68	6.61	6.42
symb3master_966	29.32	29.67	26.85	28.95
symb3master_968	14.18	14.71	13.82	13.26
symb3master_969	16.37	16.54	15.23	15.91
symb3master_970	16.92	16.12	15.45	16.33
symb3master_971	15.16	15.79	15.46	16.17
symb3master_972	57.31	58.34	65.57	69.09
symb3master_973	10.59	11.31	10.58	10.23
symb3master_974	28.07	27.70	25.83	24.92
symb3master_975	21.21	20.69	20.67	23.11
symb3master_976	4.54	5.18	4.69	6.01
symb3master_977	16.54	15.53	15.94	15.91
symb3master_978	13.70	15.48	16.30	16.82
symb3master_979	15.25	15.77	16.70	18.62
symb3master_980	5.71	4.59	5.30	4.17
symb3master_981	31.10	30.24	30.74	30.33
symb3master_982	20.73	20.72	21.74	21.55
symb3master_983	25.63	26.11	21.97	20.85
symb3master_984	5.53	5.43	5.51	5.81
symb3master_985	8.14	7.74	8.79	8.54
symb3master_986	64.01	59.96	58.95	59.69
symb3master_987	16.02	17.33	16.09	16.81
symb3master_988	1.10	1.38	0.91	1.25
symb3master_989	15.17	14.58	11.68	12.39
symb3master_990	1.54	1.83	2.03	2.04
symb3master_991	7.95	7.65	7.25	6.91
symb3master_992	3.29	5.37	5.15	4.46
symb3master_993	29.37	33.81	35.19	35.57
symb3master_994	14.89	18.73	19.77	19.01
symb3master_995	13.63	14.00	14.27	13.12
symb3master_996	14.43	13.74	12.78	14.19
symb3master_997	25.57	25.01	22.03	24.02
symb3master_998	31.81	33.48	31.17	31.08
symb3master_999	14.01	13.63	13.23	13.18
symb3master_1000	10.34	10.49	11.93	11.90
symb3master_1001	28.28	28.38	27.78	27.65
symb3master_1002	10.31	9.77	8.88	9.42
symb3master_1003	10.84	11.23	10.43	10.06
symb3master_1004	21.05	19.92	22.29	22.92
symb3master_1005	10.28	10.49	9.68	9.99
symb3master_1006	19.69	20.21	20.71	19.04
symb3master_1007	13.15	13.51	12.65	13.02
symb3master_1008	30.79	29.74	31.84	29.04
symb3master_1009	9.16	9.60	9.69	10.43
symb3master_1010	13.44	12.80	12.13	12.01
symb3master_1011	20.70	20.33	18.64	19.67
symb3master_1012	5.48	4.56	4.85	3.52
symb3master_1013	5.33	4.71	4.33	4.99
symb3master_1014	32.66	31.40	31.69	31.46
symb3master_1015	12.31	13.41	12.99	12.63
symb3master_1016	23.27	22.62	24.72	24.48
symb3master_1017	14.82	15.71	15.18	15.63
symb3master_1018	22.52	27.73	27.99	26.17
symb3master_1019	26.32	26.23	27.18	29.26
symb3master_1020	15.29	15.54	16.21	15.09
symb3master_1021	36.44	38.07	40.50	36.18
symb3master_1022	12.85	12.83	13.20	12.64
symb3master_1023	8.74	9.09	8.63	9.30
symb3master_1024	14.99	15.46	15.40	15.14
symb3master_1025	23.33	22.54	23.32	22.82
symb3master_1026	8.15	7.22	7.97	7.51
symb3master_1027	21.43	23.47	21.68	21.49
symb3master_1028	15.82	16.71	14.74	15.00
symb3master_1029	31.12	30.92	30.39	31.76
symb3master_1030	13.99	13.62	14.51	16.38
symb3master_1031	25.30	24.08	22.54	21.97
symb3master_1032	18.28	19.19	17.55	17.82
symb3master_1033	46.20	44.17	38.86	39.82
symb3master_1034	18.33	21.41	21.01	21.05
symb3master_1035	9.04	7.68	7.65	7.86
symb3master_1036	58.53	59.04	58.97	57.83
symb3master_1037	10.87	9.71	12.41	12.03
symb3master_1038	49.11	49.64	46.96	49.74
symb3master_1039	46.64	45.31	52.36	48.27
symb3master_1040	29.56	29.24	30.17	27.80
symb3master_1041	6.78	6.38	7.01	6.75
symb3master_1042	46.26	48.27	45.27	43.25
symb3master_1043	46.28	49.00	48.20	45.74
symb3master_1045	18.50	17.75	17.69	19.13
symb3master_1046	18.35	18.68	19.30	18.40
symb3master_1047	28.26	28.44	26.60	25.35
symb3master_1048	20.58	19.63	18.05	17.00
symb3master_1049	29.66	27.93	28.66	29.33
symb3master_1050	16.31	14.50	13.91	14.38
symb3master_1051	32.46	30.63	29.38	29.15
symb3master_1052	34.62	34.65	42.50	47.01
symb3master_1053	5.34	5.19	5.71	6.08
symb3master_1054	1.66	1.82	1.80	1.36
symb3master_1055	6.74	7.15	9.77	8.55
symb3master_1056	19.84	21.16	23.40	23.67
symb3master_1057	11.55	11.95	10.46	10.09
symb3master_1058	26.25	28.15	30.13	30.21
symb3master_1059	23.47	23.41	22.72	24.08
symb3master_1060	21.57	23.09	21.90	21.61
symb3master_1061	44.49	43.52	43.15	46.49
symb3master_1062	64.61	64.26	75.62	73.73
symb3master_1063	32.50	33.02	31.91	31.75
symb3master_1064	4.17	3.53	3.96	4.12
symb3master_1065	17.82	16.85	16.54	17.79
symb3master_1066	2.25	1.73	1.12	1.69
symb3master_1067	19.59	19.07	20.24	21.69
symb3master_1068	27.66	29.14	26.68	26.32
symb3master_1069	29.04	28.00	28.15	27.90
symb3master_1070	60.40	59.19	58.12	56.18
symb3master_1071	8.62	8.48	7.52	7.55
symb3master_1072	26.55	25.00	26.30	27.43
symb3master_1073	23.97	21.82	20.84	20.00
symb3master_1074	8.75	8.34	8.14	7.75
symb3master_1075	11.40	12.40	11.45	10.60
symb3master_1076	14.51	15.61	15.79	15.49
symb3master_1077	9.51	11.08	9.78	9.64
symb3master_1078	8.93	8.96	8.32	9.37
symb3master_1079	192.49	199.21	179.41	175.50
symb3master_1080	40.46	39.38	39.51	39.23
symb3master_1081	35.55	35.98	31.74	34.24
symb3master_1082	25.96	27.05	27.36	28.84
symb3master_1083	20.49	21.41	24.13	26.40
symb3master_1084	36.85	33.77	32.58	34.10
symb3master_1085	20.70	19.83	19.08	19.09
symb3master_1086	15.18	15.01	13.70	12.88
symb3master_1087	12.87	12.31	13.45	12.67
symb3master_1088	12.52	13.80	13.66	13.34
symb3master_1089	13.31	13.13	12.75	13.17
symb3master_1090	82.46	80.49	82.35	83.31
symb3master_1091	1.60	1.66	1.34	1.48
symb3master_1092	9.66	11.69	11.29	10.72
symb3master_1093	10.28	10.01	11.04	11.13
symb3master_1094	7.01	7.08	7.03	7.11
symb3master_1095	56.62	56.04	56.06	55.46
symb3master_1096	7.02	7.28	7.58	7.63
symb3master_1097	18.61	20.59	20.02	19.30
symb3master_1098	38.96	38.98	38.57	38.81
symb3master_1099	9.76	9.31	9.65	8.83
symb3master_1100	39.36	41.88	44.13	43.04
symb3master_1101	6.68	5.82	6.53	6.74
symb3master_1102	8.50	9.18	8.64	8.14
symb3master_1103	24.10	27.00	26.61	24.26
symb3master_1104	7.07	7.41	6.56	6.60
symb3master_1105	24.46	23.92	23.43	22.93
symb3master_1106	13.17	12.49	12.51	12.50
symb3master_1107	9.18	9.22	9.01	7.99
symb3master_1108	2.94	2.34	2.71	2.85
symb3master_1109	26.98	26.30	28.55	28.79
symb3master_1110	13.44	12.52	12.02	12.67
symb3master_1111	4.79	4.62	4.31	4.90
symb3master_1112	53.01	50.37	46.43	45.08
symb3master_1113	22.35	24.83	24.63	23.93
symb3master_1114	18.78	20.55	19.69	18.29
symb3master_1115	71.59	70.49	79.43	84.19
symb3master_1116	12.68	15.80	16.18	16.45
symb3master_1117	82.16	84.12	88.69	84.66
symb3master_1118	23.29	21.33	20.08	19.68
symb3master_1119	70.59	68.29	79.58	78.90
symb3master_1120	42.82	42.46	48.64	43.54
symb3master_1121	72.81	71.55	78.25	75.47
symb3master_1122	38.30	40.82	45.73	46.32
symb3master_1123	7.98	7.10	6.88	7.55
symb3master_1124	11.46	11.20	10.74	10.68
symb3master_1125	31.32	33.75	32.43	31.71
symb3master_1126	79.16	93.23	88.22	85.56
symb3master_1127	14.12	14.35	15.09	13.74
symb3master_1128	21.23	21.82	22.11	23.49
symb3master_1129	14.32	14.15	13.98	14.12
symb3master_1130	7.79	7.46	6.44	6.51
symb3master_1131	239.53	233.02	230.72	222.43
symb3master_1132	17.84	18.98	17.96	17.33
symb3master_1133	2.11	2.34	2.28	2.13
symb3master_1134	10.09	11.11	10.86	10.85
symb3master_1135	32.81	32.10	29.11	28.23
symb3master_1136	50.72	45.51	50.54	50.84
symb3master_1137	1.40	1.41	1.37	1.28
symb3master_1138	25.07	23.39	26.25	24.11
symb3master_1139	10.87	10.59	10.07	9.54
symb3master_1140	29.22	30.21	29.79	30.12
symb3master_1141	117.11	112.76	111.18	107.06
symb3master_1142	7.47	9.80	10.43	10.03
symb3master_1143	18.87	16.66	16.13	15.68
symb3master_1144	6.63	6.02	6.09	6.04
symb3master_1145	25.64	28.71	27.87	27.62
symb3master_1146	22.85	23.64	21.74	22.64
symb3master_1147	7.96	8.11	8.23	8.37
symb3master_1148	5.26	4.15	4.65	4.24
symb3master_1149	1.58	1.74	2.02	2.27
symb3master_1150	3.97	4.27	4.15	4.30
symb3master_1151	28.43	27.81	32.29	32.28
symb3master_1152	24.88	23.80	20.80	20.93
symb3master_1153	21.88	22.32	20.78	19.76
symb3master_1154	0.07	0.19	0.09	0.27
