Symbol	h24u0hetero	h24u10hetero	h24u100hetero	h24u500hetero
symb3master_608	9.06	9.52	10.50	11.23
symb3master_609	4.30	4.85	4.76	4.93
symb3master_610	30.41	38.50	39.57	35.66
symb3master_611	13.47	12.71	15.57	15.48
symb3master_612	0.11	0.13	0.04	0.34
symb3master_613	27.70	25.89	25.41	19.66
symb3master_614	11.33	13.45	12.36	11.95
symb3master_615	12.87	7.58	8.88	9.55
symb3master_616	19.30	18.08	18.78	20.60
symb3master_617	3.60	3.77	4.19	4.45
symb3master_618	25.48	30.28	27.68	27.70
symb3master_619	40.16	40.12	39.94	43.04
symb3master_620	0.84	2.88	3.48	2.09
symb3master_621	90.78	81.59	91.16	88.42
symb3master_622	42.11	55.59	59.12	52.01
symb3master_624	124.75	121.05	122.53	114.99
symb3master_625	49.17	46.28	43.51	45.53
symb3master_626	8.81	6.28	5.82	6.77
symb3master_627	14.65	17.24	15.65	15.47
symb3master_628	40.31	38.73	40.39	44.37
symb3master_629	16.05	14.16	17.12	16.42
symb3master_630	22.35	20.48	18.94	15.96
symb3master_631	65.15	56.76	58.75	63.36
symb3master_632	32.31	25.95	26.52	25.58
symb3master_633	55.39	40.37	47.07	52.02
symb3master_634	11.95	10.04	9.01	10.01
symb3master_635	274.95	252.75	264.98	275.27
symb3master_636	12.72	16.42	15.53	16.21
symb3master_637	5.75	5.62	4.91	5.42
symb3master_638	9.14	9.42	10.67	10.58
symb3master_639	9.02	15.55	13.72	14.24
symb3master_640	23.11	22.44	22.52	26.49
symb3master_641	18.65	17.22	18.48	18.80
symb3master_642	17.78	15.85	14.90	15.95
symb3master_643	7.73	9.28	8.76	8.00
symb3master_644	9.26	6.87	7.33	7.55
symb3master_645	16.59	21.72	17.91	17.51
symb3master_646	39.27	35.86	37.79	38.17
symb3master_647	25.71	33.37	29.65	28.07
symb3master_648	30.28	26.44	25.15	27.45
symb3master_649	15.79	22.26	20.91	20.04
symb3master_650	0.08	0.22	0.13	0.20
symb3master_651	16.21	19.37	18.66	20.32
symb3master_652	38.21	42.97	41.04	40.76
symb3master_653	36.09	31.37	33.27	35.39
symb3master_654	208.95	242.87	255.06	220.14
symb3master_655	1.04	0.77	0.97	0.78
symb3master_656	11.36	16.81	17.50	16.38
symb3master_657	16.96	17.84	18.73	18.55
symb3master_658	19.81	21.69	22.25	21.78
symb3master_659	16.37	16.75	16.46	16.69
symb3master_660	11.73	8.62	8.59	9.40
symb3master_661	7.89	5.83	4.89	6.30
symb3master_662	9.69	11.78	10.67	13.89
symb3master_663	44.87	54.89	57.27	49.22
symb3master_664	10.75	15.74	16.30	13.52
symb3master_665	118.50	136.83	127.75	108.53
symb3master_666	33.06	39.21	37.99	35.45
symb3master_667	3.15	1.53	1.92	1.90
symb3master_668	6.15	5.18	6.06	5.87
symb3master_669	617.30	578.25	605.69	568.18
symb3master_670	17.21	12.88	13.29	15.42
symb3master_671	13.22	10.55	11.53	11.81
symb3master_672	46.23	35.06	36.47	42.78
symb3master_673	551.52	629.20	595.61	453.60
symb3master_674	13.62	15.06	16.51	15.15
symb3master_675	19.57	16.71	16.65	18.55
symb3master_676	116.88	100.11	110.75	119.84
symb3master_677	35.32	27.37	27.26	29.85
symb3master_678	5.31	4.73	4.94	5.76
symb3master_679	76.15	74.69	75.59	73.87
symb3master_680	19.15	14.82	14.26	15.62
symb3master_681	3.11	5.24	6.60	7.91
symb3master_682	19.55	24.21	24.73	24.91
symb3master_683	36.20	42.25	43.01	38.26
symb3master_684	0.08	0.28	0.18	0.17
symb3master_685	11.05	8.65	7.85	8.56
symb3master_686	15.62	17.43	17.43	15.60
symb3master_687	53.95	56.78	55.69	53.45
symb3master_688	17.82	21.81	22.34	19.16
symb3master_689	2.78	1.57	1.95	2.37
symb3master_690	25.60	20.15	21.59	23.82
symb3master_691	9.30	12.37	13.52	13.10
symb3master_692	2.90	5.78	5.59	4.82
symb3master_693	79.66	86.06	89.71	79.21
symb3master_694	3.20	2.21	2.94	3.24
symb3master_695	18.33	24.59	25.07	22.34
symb3master_696	23.49	27.52	26.29	24.72
symb3master_697	22.69	25.72	24.91	22.41
symb3master_698	20.48	17.69	18.26	21.22
symb3master_699	7.35	7.22	6.85	8.20
symb3master_700	16.77	14.05	14.98	15.52
symb3master_701	76.19	101.12	103.63	95.06
symb3master_702	17.52	20.15	18.46	19.06
symb3master_703	23.44	16.96	19.59	20.77
symb3master_704	126.90	130.63	136.49	129.81
symb3master_705	26.53	23.29	24.20	22.33
symb3master_706	17.66	14.70	15.98	16.45
symb3master_707	9.30	10.79	15.91	12.79
symb3master_708	24.50	28.36	28.98	26.45
symb3master_709	25.89	27.55	30.43	27.60
symb3master_710	16.48	23.57	24.11	22.69
symb3master_711	40.12	35.74	34.58	38.38
symb3master_712	20.58	18.50	17.34	17.09
symb3master_713	15.99	18.74	18.04	16.07
symb3master_714	58.50	54.61	54.72	48.75
symb3master_715	64.72	101.11	98.67	81.44
symb3master_716	9.01	12.41	10.99	9.97
symb3master_717	22.40	30.48	28.09	30.75
symb3master_718	19.54	16.88	9.90	10.25
symb3master_719	17.39	20.65	19.42	18.04
symb3master_720	16.44	14.89	13.57	16.09
symb3master_721	116.30	131.36	139.69	115.34
symb3master_722	25.15	28.18	28.74	27.96
symb3master_723	12.42	12.90	11.37	14.34
symb3master_724	21.56	16.07	16.44	18.48
symb3master_725	42.26	44.16	35.86	34.10
symb3master_726	14.15	10.72	10.83	12.12
symb3master_727	31.52	40.13	40.00	41.12
symb3master_728	21.45	18.16	19.05	20.81
symb3master_729	28.37	24.02	26.35	33.07
symb3master_730	23.26	22.07	21.09	22.48
symb3master_731	13.23	15.44	17.39	14.72
symb3master_732	12.67	10.63	11.89	11.22
symb3master_733	31.34	37.23	41.61	34.52
symb3master_734	9.85	9.72	9.57	8.54
symb3master_735	7.26	10.62	8.33	6.40
symb3master_736	15.60	19.50	14.93	14.05
symb3master_737	7.91	10.08	10.33	10.45
symb3master_738	8.33	9.28	9.40	10.30
symb3master_739	6.30	6.90	7.23	6.95
symb3master_740	62.03	60.64	62.01	59.03
symb3master_741	31.89	30.93	29.24	28.51
symb3master_742	20.88	29.69	29.49	23.41
symb3master_743	18.73	24.57	31.87	28.24
symb3master_744	61.85	84.87	71.07	58.35
symb3master_745	14.89	16.87	17.93	16.66
symb3master_746	9.96	10.55	7.92	6.25
symb3master_747	13.13	15.08	16.10	14.41
symb3master_748	1.10	2.20	2.75	2.18
symb3master_749	7.91	10.04	15.56	16.53
symb3master_750	70.11	66.20	70.05	63.82
symb3master_751	25.16	21.13	19.53	21.23
symb3master_752	8.90	9.94	10.76	9.67
symb3master_753	19.62	17.55	15.76	20.72
symb3master_754	12.97	13.23	14.25	14.72
symb3master_755	16.36	17.64	17.07	15.55
symb3master_756	10.13	8.72	10.69	10.80
symb3master_757	19.33	18.85	17.63	19.78
symb3master_758	15.90	14.73	15.23	17.32
symb3master_759	14.57	17.73	17.94	17.77
symb3master_760	18.26	18.63	18.02	19.40
symb3master_761	14.27	14.75	14.85	14.92
symb3master_762	22.53	25.72	27.19	21.52
symb3master_763	19.27	14.16	16.39	18.65
symb3master_764	101.47	107.96	118.56	107.15
symb3master_765	37.62	46.30	47.73	44.47
symb3master_766	24.50	18.20	17.38	21.26
symb3master_767	14.86	18.68	19.63	17.08
symb3master_768	27.61	32.96	31.27	27.21
symb3master_769	20.96	25.71	18.06	10.65
symb3master_770	12.06	9.41	10.55	12.09
symb3master_771	22.25	33.56	31.65	22.17
symb3master_772	8.22	8.25	9.13	11.01
symb3master_773	18.97	25.50	23.68	24.60
symb3master_774	3.03	3.22	4.73	5.60
symb3master_775	28.58	33.90	32.41	36.02
symb3master_776	21.42	23.15	19.11	20.53
symb3master_777	24.44	26.39	25.71	26.82
symb3master_778	8.44	6.94	6.56	8.15
symb3master_779	25.82	18.65	17.45	24.44
symb3master_780	1.72	2.48	2.00	2.05
symb3master_781	25.04	23.68	22.38	25.74
symb3master_782	18.12	20.26	20.87	22.22
symb3master_783	11.35	9.21	10.89	12.76
symb3master_784	21.82	26.40	23.56	27.74
symb3master_785	16.63	13.84	14.14	15.82
symb3master_786	5.98	4.02	3.91	5.29
symb3master_787	7.54	5.78	5.51	5.45
symb3master_788	0.61	1.73	1.75	1.11
symb3master_789	81.08	87.87	97.46	75.17
symb3master_790	37.03	46.94	48.48	43.07
symb3master_791	10.87	10.55	12.70	10.48
symb3master_792	12.11	19.16	16.83	16.91
symb3master_793	39.80	53.28	58.06	43.59
symb3master_794	23.52	17.93	16.53	18.45
symb3master_795	14.35	9.28	10.09	12.17
symb3master_796	28.39	27.52	28.23	27.30
symb3master_797	23.53	29.48	28.48	28.62
symb3master_798	0.00	0.81	0.18	0.08
symb3master_799	18.86	22.06	18.96	19.68
symb3master_800	28.28	24.54	28.85	30.08
symb3master_801	27.60	23.14	22.37	23.78
symb3master_802	15.29	21.78	20.89	19.35
symb3master_803	27.94	23.60	22.54	22.90
symb3master_804	25.02	27.63	29.63	27.04
symb3master_805	13.32	13.08	14.84	16.45
symb3master_806	28.66	32.07	35.13	31.04
symb3master_807	14.53	16.14	16.48	15.45
symb3master_808	8.36	9.42	10.13	9.99
symb3master_809	6.09	11.64	8.37	5.47
symb3master_810	1.66	0.77	1.18	1.03
symb3master_811	14.27	13.15	12.43	14.39
symb3master_812	12.62	16.56	15.70	14.05
symb3master_813	18.78	19.56	18.92	19.07
symb3master_814	9.38	9.80	9.50	8.52
symb3master_815	10.52	13.17	10.51	11.14
symb3master_816	6.83	13.60	11.86	9.42
symb3master_817	13.93	17.55	15.98	14.46
symb3master_818	24.23	26.74	27.71	29.05
symb3master_819	3.20	9.12	12.64	9.83
symb3master_820	22.31	21.68	22.09	23.48
symb3master_821	25.51	28.18	26.00	28.20
symb3master_822	21.10	21.21	22.47	21.67
symb3master_823	14.96	13.85	14.99	15.07
symb3master_824	8.18	13.54	14.14	12.39
symb3master_825	17.16	20.85	21.82	20.18
symb3master_826	14.33	10.03	11.40	11.49
symb3master_827	14.03	13.62	15.06	15.15
symb3master_828	17.11	18.94	16.59	14.94
symb3master_829	21.53	15.36	15.46	15.50
symb3master_830	22.01	29.62	28.24	28.75
symb3master_831	17.30	23.58	23.15	23.16
symb3master_832	61.12	48.97	53.42	52.32
symb3master_833	44.24	43.67	43.48	44.54
symb3master_834	24.77	17.95	21.36	23.42
symb3master_835	24.54	27.45	27.17	26.04
symb3master_836	62.71	63.00	63.86	63.28
symb3master_837	23.31	23.04	23.84	24.74
symb3master_838	13.60	9.55	10.66	12.17
symb3master_839	18.09	21.65	16.98	15.14
symb3master_840	85.92	85.98	87.79	81.78
symb3master_841	11.76	17.67	16.73	16.59
symb3master_842	51.34	56.93	56.11	50.07
symb3master_843	14.25	28.29	28.20	23.51
symb3master_844	7.93	17.06	17.72	14.18
symb3master_845	43.00	52.76	53.33	56.62
symb3master_846	9.83	9.21	11.66	10.07
symb3master_847	2.10	2.23	2.01	2.83
symb3master_848	102.19	123.91	133.67	99.03
symb3master_849	11.60	9.34	9.18	11.58
symb3master_850	26.76	20.63	16.91	21.31
symb3master_851	35.20	44.21	42.99	37.60
symb3master_852	30.52	35.12	34.52	30.51
symb3master_853	17.54	13.19	15.31	15.94
symb3master_854	13.87	13.81	13.13	13.90
symb3master_855	15.69	13.94	13.04	11.26
symb3master_856	8.96	8.06	7.61	8.45
symb3master_857	68.10	64.90	71.66	70.26
symb3master_858	33.47	33.25	32.45	37.26
symb3master_859	26.09	19.21	20.51	23.53
symb3master_860	21.17	27.01	25.98	23.27
symb3master_861	27.94	27.63	26.31	29.00
symb3master_862	14.09	26.44	25.24	22.14
symb3master_863	16.57	19.28	17.00	18.00
symb3master_864	31.43	31.76	28.27	29.66
symb3master_865	21.47	20.55	22.78	25.58
symb3master_866	6.66	6.65	7.28	8.44
symb3master_867	22.20	20.42	19.99	19.77
symb3master_868	12.36	8.93	11.35	12.85
symb3master_869	10.38	7.94	9.89	10.90
symb3master_870	16.04	13.07	14.14	15.57
symb3master_871	4.37	4.40	4.01	4.20
symb3master_872	13.04	12.82	14.01	14.53
symb3master_873	1.30	1.15	1.03	1.08
symb3master_875	11.07	8.82	10.93	11.33
symb3master_877	21.28	24.50	24.34	25.62
symb3master_878	58.82	65.81	71.49	64.39
symb3master_879	64.36	84.41	89.47	79.94
symb3master_880	4.03	2.41	2.61	3.50
symb3master_881	1.50	1.08	1.50	1.46
symb3master_882	82.11	84.41	78.46	70.56
symb3master_883	41.30	33.98	26.79	36.25
symb3master_884	17.78	24.68	23.13	21.09
symb3master_885	1.45	1.49	1.70	1.89
symb3master_886	15.57	21.86	22.24	21.41
symb3master_887	12.29	10.64	11.05	12.32
symb3master_888	20.76	25.83	22.44	19.19
symb3master_889	15.19	18.86	17.64	17.79
symb3master_890	44.64	46.12	46.53	44.57
symb3master_891	12.36	9.09	9.28	11.02
symb3master_892	32.74	47.77	49.29	41.64
symb3master_893	15.43	18.89	18.84	18.68
symb3master_894	28.75	32.25	33.01	28.89
symb3master_895	2.77	8.05	7.31	6.66
symb3master_896	21.69	19.22	20.82	23.66
symb3master_897	31.17	32.69	33.60	37.69
symb3master_898	30.96	29.60	33.03	32.19
symb3master_899	18.20	13.51	12.81	12.76
symb3master_900	6.95	5.54	5.27	5.88
symb3master_901	252.93	251.43	273.91	256.00
symb3master_902	6.90	6.10	7.15	10.10
symb3master_903	12.36	6.30	7.31	8.59
symb3master_904	499.18	326.01	232.29	313.28
symb3master_905	13.99	11.78	11.90	11.03
symb3master_906	22.61	26.63	26.83	24.41
symb3master_907	19.08	16.86	15.35	20.07
symb3master_908	52.99	57.88	63.12	60.15
symb3master_909	9.07	7.15	7.63	7.05
symb3master_910	22.20	16.39	15.39	19.10
symb3master_911	12.31	9.58	10.60	11.32
symb3master_912	36.19	28.29	32.24	34.56
symb3master_913	98.45	92.88	90.65	86.19
symb3master_914	7.50	6.45	6.28	6.35
symb3master_915	13.30	15.32	14.83	13.21
symb3master_916	9.66	7.90	8.21	8.32
symb3master_917	44.76	40.64	41.81	44.48
symb3master_918	9.18	6.36	6.26	7.56
symb3master_919	19.41	19.15	19.33	23.81
symb3master_920	7.95	6.85	7.15	7.26
symb3master_921	2.59	5.97	6.55	4.68
symb3master_922	166.20	150.40	155.90	148.55
symb3master_923	18.72	20.39	18.02	17.30
symb3master_924	16.07	16.20	16.22	16.45
symb3master_925	6.46	7.43	5.78	6.91
symb3master_926	28.50	24.19	28.53	30.88
symb3master_927	41.32	40.47	36.69	38.76
symb3master_928	10.79	7.29	8.07	9.42
symb3master_929	12.25	11.81	10.85	10.52
symb3master_930	9.72	11.30	11.37	12.45
symb3master_931	28.31	22.43	22.51	25.09
symb3master_932	37.08	38.03	38.88	40.33
symb3master_933	25.47	30.34	26.51	26.83
symb3master_934	13.00	14.03	14.16	14.06
symb3master_935	6.11	7.62	8.23	7.96
symb3master_936	6.53	5.93	6.27	6.95
symb3master_937	22.50	21.28	19.43	17.43
symb3master_938	22.96	25.96	26.91	23.38
symb3master_939	13.51	11.84	13.20	13.33
symb3master_940	49.97	46.51	54.62	48.72
symb3master_941	30.53	23.79	28.23	29.75
symb3master_942	17.22	14.88	14.33	17.42
symb3master_943	4.60	5.17	5.23	6.36
symb3master_944	14.47	17.78	16.92	15.94
symb3master_945	15.71	16.53	17.69	17.96
symb3master_946	45.48	38.97	39.81	43.05
symb3master_947	43.52	39.80	36.91	43.06
symb3master_948	10.84	17.46	16.34	16.53
symb3master_949	16.63	25.62	24.21	22.16
symb3master_950	18.74	13.90	15.67	17.73
symb3master_951	1.00	2.64	2.65	1.95
symb3master_952	0.85	1.15	1.20	1.18
symb3master_953	15.76	8.93	8.86	12.91
symb3master_954	13.17	11.12	9.97	9.63
symb3master_955	40.04	39.61	34.46	34.50
symb3master_956	7.79	6.74	7.15	7.92
symb3master_957	16.21	14.76	14.12	16.82
symb3master_958	36.72	41.83	47.46	38.65
symb3master_959	2.19	3.30	3.10	2.95
symb3master_960	2.68	3.19	3.11	3.83
symb3master_961	21.20	18.07	22.29	22.77
symb3master_962	17.30	25.88	25.40	23.11
symb3master_963	6.92	5.07	5.35	5.54
symb3master_964	49.20	45.91	47.87	58.65
symb3master_965	9.09	6.44	7.09	7.94
symb3master_966	33.90	29.55	31.65	33.55
symb3master_968	15.08	13.83	11.69	10.04
symb3master_969	14.66	15.39	16.35	15.83
symb3master_970	17.77	14.52	16.66	16.37
symb3master_971	16.85	16.28	17.00	14.67
symb3master_972	53.61	65.78	60.59	58.70
symb3master_973	10.20	13.42	12.28	12.26
symb3master_974	26.47	26.85	25.77	28.14
symb3master_975	20.13	16.05	15.83	19.46
symb3master_976	5.71	5.12	5.59	6.66
symb3master_977	14.72	16.95	17.27	16.88
symb3master_978	10.39	14.68	15.66	13.91
symb3master_979	16.70	15.78	15.38	16.00
symb3master_980	6.31	5.12	4.67	5.47
symb3master_981	30.67	30.61	29.68	24.66
symb3master_982	17.68	21.44	19.85	19.36
symb3master_983	23.01	27.02	27.43	31.15
symb3master_984	5.23	4.97	5.04	4.86
symb3master_985	8.36	8.09	7.60	8.17
symb3master_986	60.23	45.14	54.22	63.73
symb3master_987	15.45	16.13	16.65	16.42
symb3master_988	0.96	1.17	1.05	1.40
symb3master_989	16.89	13.32	14.50	16.13
symb3master_990	1.89	1.18	0.91	1.20
symb3master_991	9.02	7.99	7.46	8.16
symb3master_992	2.84	5.41	5.37	3.99
symb3master_993	24.02	33.10	33.20	29.63
symb3master_994	6.13	19.40	16.70	12.00
symb3master_995	13.38	12.77	12.66	13.11
symb3master_996	15.97	12.92	13.96	14.30
symb3master_997	25.17	26.49	25.26	26.74
symb3master_998	32.16	34.44	35.64	32.96
symb3master_999	12.41	13.36	13.77	13.12
symb3master_1000	8.94	12.09	11.27	9.79
symb3master_1001	29.19	30.28	30.08	27.87
symb3master_1002	8.21	7.72	8.54	8.77
symb3master_1003	9.52	10.61	9.62	10.00
symb3master_1004	20.34	18.55	20.54	22.39
symb3master_1005	11.81	8.90	9.43	10.29
symb3master_1006	16.04	16.62	19.03	17.38
symb3master_1007	13.68	9.94	11.45	14.02
symb3master_1008	30.00	34.64	32.67	30.10
symb3master_1009	13.95	10.02	9.83	13.22
symb3master_1010	15.85	11.56	13.21	14.55
symb3master_1011	21.41	20.62	20.07	21.82
symb3master_1012	6.65	4.61	5.04	6.96
symb3master_1013	6.55	4.93	4.51	5.93
symb3master_1014	29.76	30.74	31.25	26.40
symb3master_1015	10.25	12.01	11.78	13.00
symb3master_1016	19.73	22.00	23.25	23.66
symb3master_1017	13.44	16.71	16.78	16.69
symb3master_1018	18.73	27.92	27.42	23.03
symb3master_1019	24.60	25.62	22.52	24.63
symb3master_1020	14.04	18.14	15.09	16.69
symb3master_1021	41.54	42.49	50.52	42.61
symb3master_1022	10.66	13.19	10.72	10.05
symb3master_1023	9.31	8.18	8.46	10.57
symb3master_1024	15.17	16.70	16.94	15.52
symb3master_1025	22.90	23.29	22.55	23.81
symb3master_1026	9.27	7.59	7.33	9.94
symb3master_1027	19.78	26.85	25.86	23.76
symb3master_1028	18.66	13.36	13.20	15.81
symb3master_1029	29.09	34.61	30.05	30.73
symb3master_1030	13.75	12.17	13.73	13.78
symb3master_1031	23.90	28.57	27.99	27.76
symb3master_1032	15.46	15.33	15.46	14.76
symb3master_1033	50.34	46.89	38.91	44.70
symb3master_1034	22.13	22.75	21.47	21.57
symb3master_1035	10.01	6.16	7.19	8.60
symb3master_1036	65.59	58.90	52.05	56.18
symb3master_1037	12.18	11.94	9.39	10.62
symb3master_1038	50.10	49.68	54.94	51.77
symb3master_1039	27.81	45.94	42.67	32.11
symb3master_1040	22.65	33.75	33.06	26.64
symb3master_1041	7.67	5.76	6.04	7.36
symb3master_1042	63.33	53.63	58.37	52.14
symb3master_1043	50.28	47.63	51.61	46.98
symb3master_1045	19.33	16.15	18.14	16.97
symb3master_1046	16.78	19.63	19.44	18.05
symb3master_1047	29.67	29.52	29.11	30.53
symb3master_1048	23.45	17.35	23.60	28.17
symb3master_1049	31.17	27.26	27.17	30.01
symb3master_1050	15.59	11.30	15.40	17.12
symb3master_1051	28.52	33.28	34.90	34.91
symb3master_1052	30.78	33.13	32.96	36.43
symb3master_1053	5.46	5.08	4.87	5.91
symb3master_1054	2.00	2.29	2.07	2.06
symb3master_1055	9.00	6.86	6.97	8.86
symb3master_1056	15.16	21.62	25.18	21.68
symb3master_1057	12.81	10.57	9.30	9.30
symb3master_1058	22.37	27.37	26.89	22.23
symb3master_1059	23.49	22.63	21.97	23.36
symb3master_1060	19.20	25.31	23.68	22.72
symb3master_1061	52.43	44.52	43.95	50.79
symb3master_1062	73.56	73.31	64.12	57.99
symb3master_1063	30.65	31.59	29.97	29.79
symb3master_1064	3.85	3.14	3.02	3.32
symb3master_1065	22.06	13.12	13.97	17.51
symb3master_1066	2.62	2.28	2.24	2.42
symb3master_1067	23.89	18.75	20.47	24.19
symb3master_1068	21.71	31.17	28.49	30.64
symb3master_1069	34.35	26.94	30.48	32.02
symb3master_1070	51.24	65.82	61.78	57.85
symb3master_1071	8.01	7.36	7.15	8.31
symb3master_1072	28.32	25.95	24.68	30.13
symb3master_1073	24.82	24.51	23.50	25.87
symb3master_1074	11.40	7.29	7.78	9.89
symb3master_1075	10.96	11.49	11.71	10.93
symb3master_1076	13.65	17.73	17.54	16.10
symb3master_1077	7.64	10.91	11.17	9.81
symb3master_1078	11.30	7.75	7.36	8.25
symb3master_1079	173.13	190.87	182.83	163.72
symb3master_1080	40.07	40.73	38.16	40.87
symb3master_1081	29.38	39.79	37.87	37.03
symb3master_1082	28.91	22.14	26.82	31.43
symb3master_1083	22.14	19.81	24.12	22.91
symb3master_1084	40.29	33.49	32.47	36.93
symb3master_1085	20.67	18.17	19.56	21.15
symb3master_1086	15.26	14.56	13.39	15.29
symb3master_1087	11.12	11.38	12.45	12.82
symb3master_1088	13.62	11.35	10.74	12.04
symb3master_1089	11.28	12.72	11.32	12.09
symb3master_1090	90.93	87.12	90.30	86.38
symb3master_1091	1.55	1.64	1.46	1.78
symb3master_1092	8.85	11.06	12.87	11.21
symb3master_1093	7.46	9.25	10.52	9.21
symb3master_1094	4.58	6.41	7.28	7.02
symb3master_1095	58.14	62.14	61.06	63.75
symb3master_1096	7.39	6.82	8.10	8.53
symb3master_1097	18.33	21.26	18.82	16.83
symb3master_1098	35.52	38.80	39.73	41.61
symb3master_1099	10.35	8.23	8.49	9.98
symb3master_1100	42.13	39.90	45.76	41.20
symb3master_1101	5.26	7.79	7.13	6.24
symb3master_1102	6.60	9.28	8.09	6.29
symb3master_1103	19.35	29.21	30.74	26.56
symb3master_1104	8.65	7.66	8.33	8.56
symb3master_1105	22.06	22.49	22.34	22.54
symb3master_1106	15.05	10.94	11.26	13.42
symb3master_1107	8.69	8.73	9.41	9.80
symb3master_1108	3.63	2.74	2.29	2.53
symb3master_1109	28.11	29.04	30.53	28.83
symb3master_1110	11.60	10.90	11.73	13.73
symb3master_1111	5.45	3.33	3.35	5.13
symb3master_1112	57.34	47.70	48.29	54.15
symb3master_1113	19.89	23.55	23.85	23.09
symb3master_1114	15.11	19.51	20.15	18.19
symb3master_1115	69.35	69.84	68.43	64.86
symb3master_1116	13.57	16.96	16.27	14.12
symb3master_1117	77.80	82.17	92.78	85.81
symb3master_1118	22.10	20.76	19.10	15.49
symb3master_1119	70.43	73.74	81.65	74.74
symb3master_1120	40.97	47.62	42.13	33.30
symb3master_1121	71.40	72.44	76.30	70.13
symb3master_1122	29.89	42.69	42.53	38.42
symb3master_1123	6.29	8.36	7.52	5.26
symb3master_1124	13.44	11.15	9.10	10.20
symb3master_1125	29.53	36.93	37.51	34.27
symb3master_1126	72.98	95.83	89.42	74.64
symb3master_1127	18.94	12.42	14.62	15.24
symb3master_1128	16.78	18.96	20.20	16.34
symb3master_1129	12.74	13.74	13.76	13.43
symb3master_1130	8.59	7.71	5.63	6.40
symb3master_1131	235.72	241.46	261.04	236.09
symb3master_1132	16.29	18.39	18.76	17.13
symb3master_1133	1.29	2.16	2.40	2.32
symb3master_1134	9.67	12.13	10.76	10.23
symb3master_1135	32.75	35.05	35.02	33.16
symb3master_1136	56.98	53.44	55.14	49.43
symb3master_1137	1.02	1.56	1.47	1.38
symb3master_1138	24.10	26.69	23.03	20.26
symb3master_1139	11.65	11.15	8.87	8.94
symb3master_1140	25.23	32.02	31.15	32.05
symb3master_1141	116.78	117.39	122.28	121.28
symb3master_1142	6.49	11.56	10.49	9.06
symb3master_1143	23.11	21.02	19.43	27.69
symb3master_1144	9.48	6.39	6.12	8.38
symb3master_1145	18.42	29.44	27.46	25.88
symb3master_1146	21.34	22.31	23.14	23.81
symb3master_1147	5.94	7.86	8.09	7.50
symb3master_1148	5.27	4.02	4.17	4.57
symb3master_1149	3.43	2.48	2.51	2.44
symb3master_1150	3.49	3.47	4.40	4.68
symb3master_1151	23.20	28.32	28.37	24.37
symb3master_1152	22.23	23.95	22.40	23.62
symb3master_1153	16.91	23.69	19.48	20.11
symb3master_1154	0.07	0.00	0.00	0.15
symb3master_1155	1.89	2.28	1.91	2.44
symb3master_1156	15.73	16.68	15.80	18.32
