Symbol	h1u0auto	h1u10auto	h1u100auto	h1u500auto
symb3master_610	35.98	35.99	34.80	38.23
symb3master_611	15.77	17.31	17.43	17.06
symb3master_612	0.33	0.19	0.09	0.18
symb3master_613	20.19	20.40	21.05	20.64
symb3master_614	13.65	13.51	13.78	12.81
symb3master_615	12.34	10.06	11.42	10.40
symb3master_616	15.41	18.04	18.13	19.23
symb3master_617	4.92	5.00	5.21	4.62
symb3master_618	32.92	34.00	32.89	34.81
symb3master_619	38.20	45.67	46.06	45.60
symb3master_620	0.91	0.74	0.40	0.82
symb3master_621	95.32	96.25	88.01	92.01
symb3master_622	41.10	41.64	40.76	49.37
symb3master_624	180.75	136.60	129.03	114.15
symb3master_625	45.47	50.29	53.09	48.19
symb3master_626	8.23	6.97	8.86	7.16
symb3master_627	12.76	13.22	13.75	11.87
symb3master_628	41.58	44.16	47.03	50.20
symb3master_629	18.35	20.30	19.94	22.67
symb3master_630	15.58	17.44	17.05	15.00
symb3master_631	61.94	56.78	55.88	43.17
symb3master_632	43.98	34.98	33.45	31.18
symb3master_633	49.32	50.50	52.15	51.44
symb3master_634	8.38	9.57	9.77	9.66
symb3master_635	32.50	38.72	40.11	41.57
symb3master_636	14.95	16.60	16.43	15.84
symb3master_637	4.85	5.86	5.84	5.96
symb3master_638	10.82	12.06	10.93	12.05
symb3master_639	11.95	14.15	14.30	14.31
symb3master_640	21.24	24.32	24.23	25.22
symb3master_641	14.03	16.66	16.56	18.77
symb3master_642	14.35	15.38	14.53	14.82
symb3master_643	10.81	10.23	9.93	10.85
symb3master_644	7.77	8.18	9.15	8.67
symb3master_645	14.84	15.47	15.13	16.52
symb3master_646	42.78	47.42	45.48	47.90
symb3master_647	38.59	40.88	39.64	43.60
symb3master_648	32.15	29.34	27.90	24.31
symb3master_649	16.09	16.57	15.43	18.08
symb3master_650	0.17	0.27	0.49	0.41
symb3master_651	15.29	16.13	16.33	15.70
symb3master_652	40.03	41.19	41.87	36.51
symb3master_653	35.43	37.11	40.87	38.57
symb3master_654	273.37	307.21	290.72	316.91
symb3master_655	1.48	1.40	1.27	0.89
symb3master_656	17.05	17.23	17.16	20.90
symb3master_657	19.10	21.04	20.43	18.75
symb3master_658	20.19	21.05	20.89	21.51
symb3master_659	18.10	19.67	19.99	18.66
symb3master_660	9.14	10.07	10.37	10.40
symb3master_661	8.06	6.41	6.51	6.61
symb3master_662	11.10	12.63	11.63	11.50
symb3master_663	52.95	52.22	50.76	51.66
symb3master_664	13.19	13.92	13.82	16.57
symb3master_665	103.40	113.41	118.43	132.93
symb3master_666	39.93	39.97	38.65	39.62
symb3master_667	3.00	2.46	2.93	2.65
symb3master_668	8.84	6.79	6.36	6.22
symb3master_669	528.00	496.51	479.81	459.84
symb3master_670	15.84	14.15	14.39	11.79
symb3master_671	12.07	11.07	11.13	9.87
symb3master_672	42.77	44.15	42.11	37.25
symb3master_673	416.64	433.73	421.40	491.73
symb3master_674	15.07	15.48	16.15	17.37
symb3master_675	18.91	16.29	15.86	14.51
symb3master_676	108.02	111.85	109.97	111.39
symb3master_677	34.93	35.54	37.50	33.47
symb3master_678	5.65	6.38	6.35	7.04
symb3master_679	95.51	85.20	85.31	79.37
symb3master_680	15.01	15.95	15.55	14.11
symb3master_681	4.22	3.61	3.45	4.29
symb3master_682	22.49	23.20	23.07	25.16
symb3master_683	40.40	42.22	39.88	49.07
symb3master_684	0.00	0.00	0.00	0.00
symb3master_685	7.14	8.83	8.50	9.13
symb3master_686	15.98	15.87	16.26	18.82
symb3master_687	70.93	72.94	69.96	72.53
symb3master_688	19.36	19.60	20.24	21.33
symb3master_689	1.73	1.98	2.53	2.37
symb3master_690	17.98	14.26	16.20	13.65
symb3master_691	11.06	11.00	10.84	13.21
symb3master_692	2.91	2.91	2.42	3.65
symb3master_693	95.48	76.75	72.73	63.53
symb3master_694	4.28	4.23	3.51	3.19
symb3master_695	24.59	23.16	23.92	26.65
symb3master_696	35.76	23.84	23.68	23.69
symb3master_697	21.27	20.19	18.94	21.11
symb3master_698	19.23	21.04	21.95	20.55
symb3master_699	5.65	6.62	7.06	6.95
symb3master_700	17.96	18.06	17.46	17.35
symb3master_701	97.52	102.66	103.28	105.38
symb3master_702	16.16	19.18	18.63	17.79
symb3master_703	18.01	19.54	20.72	20.87
symb3master_704	111.62	119.61	125.18	135.12
symb3master_705	28.55	23.18	23.41	21.04
symb3master_706	21.95	20.88	22.85	21.58
symb3master_707	16.49	15.42	15.75	14.86
symb3master_708	26.48	27.58	27.65	29.85
symb3master_709	41.49	34.41	31.66	32.15
symb3master_710	17.27	19.20	19.28	21.96
symb3master_711	42.17	40.35	33.13	30.71
symb3master_712	21.93	21.42	21.33	21.03
symb3master_713	18.98	17.24	18.29	19.64
symb3master_714	40.56	38.09	39.60	35.97
symb3master_715	102.49	100.17	107.75	109.77
symb3master_716	10.38	9.51	10.37	10.56
symb3master_717	31.27	23.99	23.25	21.59
symb3master_718	11.31	9.69	10.04	9.08
symb3master_719	13.92	13.84	14.87	16.96
symb3master_720	19.60	20.07	21.95	19.43
symb3master_721	159.08	135.85	147.94	148.92
symb3master_722	19.41	18.88	18.60	20.22
symb3master_723	9.48	8.43	9.28	9.31
symb3master_724	18.83	18.99	20.58	22.00
symb3master_725	31.89	35.84	35.49	33.63
symb3master_726	10.15	11.08	10.82	11.42
symb3master_727	38.43	39.80	39.71	38.66
symb3master_728	19.62	21.07	20.81	21.30
symb3master_729	27.18	27.23	27.54	27.08
symb3master_730	25.68	24.67	26.46	26.54
symb3master_731	21.43	19.01	25.04	18.30
symb3master_732	15.48	15.68	15.61	15.53
symb3master_733	37.75	41.58	40.61	48.43
symb3master_734	9.03	9.60	9.30	9.64
symb3master_735	6.04	5.25	5.76	6.63
symb3master_736	23.43	21.86	22.42	20.61
symb3master_737	9.37	8.04	7.57	9.73
symb3master_738	6.24	7.96	8.08	6.63
symb3master_739	9.41	8.08	8.74	10.19
symb3master_740	60.60	59.64	54.44	61.43
symb3master_741	34.05	29.30	29.20	24.69
symb3master_742	17.64	14.68	20.89	17.24
symb3master_743	42.10	38.09	38.78	40.33
symb3master_744	126.60	92.36	95.31	91.03
symb3master_745	17.34	17.92	17.84	20.52
symb3master_746	7.40	7.06	7.57	8.67
symb3master_747	14.23	13.75	14.71	17.56
symb3master_748	4.80	4.63	5.05	4.05
symb3master_749	23.54	22.32	22.01	22.36
symb3master_750	61.04	53.73	47.72	44.45
symb3master_751	19.33	19.09	18.50	16.75
symb3master_752	11.24	11.48	11.37	13.04
symb3master_753	12.31	14.88	15.51	14.84
symb3master_754	12.32	13.72	14.06	15.56
symb3master_755	13.74	13.77	14.74	15.27
symb3master_756	12.37	9.64	10.30	9.18
symb3master_757	18.46	18.81	19.66	20.08
symb3master_758	15.06	16.42	17.46	17.36
symb3master_759	16.32	15.56	16.21	18.26
symb3master_760	17.58	14.37	16.61	14.64
symb3master_761	11.47	11.58	11.82	14.78
symb3master_762	24.63	24.32	29.99	27.83
symb3master_763	19.30	18.99	19.76	18.78
symb3master_764	68.83	63.88	70.01	64.52
symb3master_765	48.09	47.23	48.25	47.15
symb3master_766	17.39	18.00	18.91	18.28
symb3master_767	18.26	18.08	19.19	18.01
symb3master_768	26.38	25.86	25.26	29.42
symb3master_769	26.62	22.97	20.79	19.12
symb3master_770	10.57	11.94	11.85	12.21
symb3master_771	22.62	21.18	22.01	21.62
symb3master_772	10.57	9.91	10.00	10.28
symb3master_773	14.20	14.68	13.90	17.39
symb3master_774	5.09	4.32	5.30	5.83
symb3master_775	28.72	31.27	32.41	33.32
symb3master_776	17.58	18.52	18.80	21.55
symb3master_777	22.46	24.64	24.75	27.10
symb3master_778	5.96	6.19	7.00	6.81
symb3master_779	17.78	18.29	25.68	19.48
symb3master_780	1.95	2.00	2.15	2.16
symb3master_781	14.89	17.51	17.00	16.94
symb3master_782	18.15	19.94	19.78	21.87
symb3master_783	14.06	13.32	13.95	13.98
symb3master_784	19.25	22.65	21.93	21.93
symb3master_785	16.02	15.76	16.56	17.08
symb3master_786	3.39	4.64	4.67	4.56
symb3master_787	8.11	7.43	9.31	7.78
symb3master_788	0.73	0.66	0.52	0.70
symb3master_789	69.44	67.52	69.41	64.73
symb3master_790	39.92	36.27	34.67	33.86
symb3master_791	10.81	10.14	10.72	10.76
symb3master_792	14.53	16.34	16.17	15.12
symb3master_793	53.44	47.71	41.91	43.16
symb3master_794	20.77	21.86	19.23	18.88
symb3master_795	14.85	12.56	14.19	11.65
symb3master_796	38.39	33.07	34.34	31.92
symb3master_797	23.66	25.38	25.52	25.47
symb3master_798	0.00	0.00	0.10	0.00
symb3master_799	20.14	20.51	21.27	21.37
symb3master_800	33.25	32.94	33.08	32.11
symb3master_801	16.68	18.24	19.94	19.19
symb3master_802	16.65	17.50	17.30	19.36
symb3master_803	25.66	24.30	25.53	23.66
symb3master_804	17.48	18.01	17.52	22.73
symb3master_805	15.00	13.62	15.45	15.91
symb3master_806	37.24	38.44	41.10	41.46
symb3master_807	13.34	14.51	14.18	13.86
symb3master_808	16.35	16.70	16.61	18.43
symb3master_809	4.95	3.99	3.75	5.05
symb3master_810	1.98	2.47	1.84	1.82
symb3master_811	20.59	18.81	17.90	16.60
symb3master_812	16.93	16.85	16.56	19.11
symb3master_813	20.92	20.29	22.91	22.42
symb3master_814	11.06	7.82	10.15	7.39
symb3master_815	11.21	13.07	14.58	13.05
symb3master_816	9.37	10.95	9.67	11.96
symb3master_817	12.03	13.51	13.97	13.22
symb3master_818	27.18	26.89	29.32	26.21
symb3master_819	38.54	36.79	35.83	38.75
symb3master_820	22.84	20.72	19.52	20.88
symb3master_821	23.79	24.86	25.16	28.67
symb3master_822	24.56	22.91	23.45	21.89
symb3master_823	15.61	14.92	15.46	13.73
symb3master_824	12.83	13.33	13.44	13.09
symb3master_825	19.07	19.21	18.13	19.86
symb3master_826	11.82	11.37	10.89	10.21
symb3master_827	15.58	15.99	16.44	16.45
symb3master_828	22.81	22.79	23.09	23.36
symb3master_829	17.11	15.60	17.56	16.32
symb3master_830	25.05	26.20	27.72	26.33
symb3master_831	14.29	15.47	14.49	18.48
symb3master_832	39.63	38.99	39.28	39.16
symb3master_833	36.53	43.13	39.91	41.36
symb3master_834	22.66	22.66	22.63	21.28
symb3master_835	36.98	30.76	33.51	26.68
symb3master_836	74.57	77.13	71.75	70.36
symb3master_837	17.96	19.93	21.32	21.92
symb3master_838	10.12	10.56	11.02	10.28
symb3master_839	14.33	14.86	13.92	16.18
symb3master_840	94.82	87.58	87.21	85.57
symb3master_841	12.46	12.46	12.33	14.83
symb3master_842	61.50	52.35	48.39	44.24
symb3master_843	29.44	32.74	33.83	33.86
symb3master_844	12.88	11.77	10.18	13.49
symb3master_845	76.89	75.15	76.56	76.04
symb3master_846	20.27	19.82	21.31	24.25
symb3master_847	1.95	2.26	2.69	3.25
symb3master_848	107.97	103.25	99.56	92.82
symb3master_849	10.48	10.60	11.21	11.17
symb3master_850	31.20	28.54	25.71	20.77
symb3master_851	29.39	30.81	30.06	32.35
symb3master_852	28.28	26.23	28.34	31.68
symb3master_853	20.45	17.77	16.64	15.46
symb3master_854	13.35	14.24	13.94	15.04
symb3master_855	9.09	9.09	9.38	8.88
symb3master_856	12.91	9.29	11.39	8.27
symb3master_857	54.49	53.85	55.38	51.06
symb3master_858	29.62	30.16	30.59	34.26
symb3master_859	22.97	23.87	24.30	26.00
symb3master_860	23.64	24.90	24.97	25.09
symb3master_861	20.63	24.60	26.05	25.32
symb3master_862	19.53	16.84	15.89	21.11
symb3master_863	16.71	18.37	18.36	18.75
symb3master_864	28.68	30.96	28.92	27.29
symb3master_865	21.56	25.22	24.46	25.35
symb3master_866	8.51	8.15	8.58	8.34
symb3master_867	16.12	16.69	17.76	17.43
symb3master_868	13.54	12.65	13.76	12.72
symb3master_869	9.39	10.92	11.05	10.75
symb3master_870	19.15	16.10	17.38	16.19
symb3master_871	4.27	4.40	5.01	5.24
symb3master_872	17.51	16.61	16.41	17.85
symb3master_873	1.41	1.13	1.12	0.87
symb3master_875	12.71	12.78	13.63	13.23
symb3master_877	20.85	20.67	21.02	18.73
symb3master_878	77.65	75.01	76.95	73.14
symb3master_879	63.02	65.72	68.57	74.63
symb3master_880	2.56	2.80	3.22	3.32
symb3master_881	1.46	1.58	1.49	1.41
symb3master_882	52.30	55.89	56.72	64.86
symb3master_883	2.26	5.31	2.55	2.62
symb3master_884	20.59	19.57	20.58	24.75
symb3master_885	1.87	2.19	1.89	1.85
symb3master_886	20.27	21.02	20.66	23.49
symb3master_887	11.17	11.38	12.29	10.90
symb3master_888	13.98	13.24	14.53	16.28
symb3master_889	15.56	15.89	14.44	15.42
symb3master_890	35.53	40.32	36.16	35.15
symb3master_891	9.83	10.49	11.28	11.72
symb3master_892	55.38	52.29	54.41	50.14
symb3master_893	23.76	21.33	21.58	19.13
symb3master_894	29.12	33.31	31.80	32.25
symb3master_895	14.91	16.22	17.20	17.15
symb3master_896	17.84	19.07	20.26	21.92
symb3master_897	29.41	29.73	27.63	30.65
symb3master_898	39.11	38.90	40.81	39.51
symb3master_899	23.56	19.59	16.53	13.78
symb3master_900	5.20	5.75	5.68	5.43
symb3master_901	146.60	171.22	171.46	159.91
symb3master_902	8.79	8.78	8.29	7.53
symb3master_903	5.33	6.15	5.60	5.77
symb3master_904	39.53	50.93	39.32	28.02
symb3master_905	16.79	17.43	14.95	13.09
symb3master_906	31.68	30.79	31.65	32.55
symb3master_907	12.41	11.67	10.59	9.25
symb3master_908	45.68	46.50	50.28	55.43
symb3master_909	9.05	8.69	10.05	8.40
symb3master_910	10.02	12.14	12.43	10.82
symb3master_911	12.34	13.92	13.79	14.16
symb3master_912	19.53	20.55	22.91	21.94
symb3master_913	80.24	82.37	80.70	84.22
symb3master_914	5.97	4.75	5.62	5.60
symb3master_915	13.66	13.12	13.29	12.29
symb3master_916	9.48	8.33	9.44	8.61
symb3master_917	32.70	32.22	37.41	34.81
symb3master_918	5.16	5.66	5.77	5.54
symb3master_919	17.57	19.45	18.29	17.09
symb3master_920	6.70	7.88	8.44	8.52
symb3master_921	3.50	2.48	1.95	3.61
symb3master_922	179.35	157.89	156.18	131.93
symb3master_923	12.11	12.11	11.55	12.70
symb3master_924	16.19	16.80	16.60	18.66
symb3master_925	6.53	5.86	6.59	5.64
symb3master_926	23.25	26.06	26.47	25.95
symb3master_927	46.34	44.69	47.01	38.76
symb3master_928	9.74	10.19	11.21	11.11
symb3master_929	11.00	11.29	10.21	12.13
symb3master_930	11.10	12.54	13.39	13.08
symb3master_931	28.69	28.82	27.00	24.27
symb3master_932	36.93	41.25	39.05	39.73
symb3master_933	21.39	23.19	22.19	24.00
symb3master_934	19.52	18.98	18.05	17.60
symb3master_935	12.66	11.59	11.46	10.24
symb3master_936	5.56	6.38	6.68	7.01
symb3master_937	18.40	19.20	19.84	19.39
symb3master_938	34.38	38.09	32.54	33.99
symb3master_939	20.74	22.70	20.51	18.06
symb3master_940	75.31	66.69	67.04	64.14
symb3master_941	18.24	19.47	19.56	17.83
symb3master_942	14.75	15.32	15.29	15.61
symb3master_943	4.44	5.48	5.25	5.07
symb3master_944	14.49	14.20	14.59	16.67
symb3master_945	18.02	18.46	19.73	20.13
symb3master_946	49.63	48.25	47.63	42.97
symb3master_947	33.12	35.68	35.82	38.07
symb3master_948	16.68	17.81	17.98	19.70
symb3master_949	22.86	20.45	19.38	24.66
symb3master_950	13.27	15.57	15.29	13.73
symb3master_951	1.29	1.65	1.30	1.45
symb3master_952	0.82	1.25	1.30	0.90
symb3master_953	8.64	8.86	8.42	8.24
symb3master_954	10.72	12.64	12.58	11.99
symb3master_955	30.72	34.08	32.82	33.89
symb3master_956	5.49	6.20	6.29	5.68
symb3master_957	15.79	12.58	13.58	11.43
symb3master_958	53.95	46.00	41.28	39.08
symb3master_959	2.24	2.53	2.32	2.82
symb3master_960	3.66	4.10	5.61	4.03
symb3master_961	22.81	23.40	23.30	20.53
symb3master_962	22.70	23.92	24.00	27.77
symb3master_963	8.21	7.70	8.30	6.40
symb3master_964	47.09	48.42	48.99	46.39
symb3master_965	9.39	10.76	11.16	10.83
symb3master_966	23.52	22.24	24.70	23.45
symb3master_968	10.44	9.37	9.41	9.41
symb3master_969	18.32	19.85	20.14	19.99
symb3master_970	17.24	20.09	21.45	22.03
symb3master_971	17.34	17.49	16.70	16.73
symb3master_972	58.75	55.03	59.95	60.31
symb3master_973	10.14	10.64	10.80	12.16
symb3master_974	32.34	32.21	31.64	35.16
symb3master_975	15.04	15.67	19.26	14.87
symb3master_976	5.01	4.59	5.29	5.41
symb3master_977	14.86	16.10	14.83	16.81
symb3master_978	18.05	15.06	15.97	14.46
symb3master_979	20.10	17.68	19.34	16.35
symb3master_980	9.23	10.17	7.73	7.60
symb3master_981	27.04	30.55	31.71	31.46
symb3master_982	17.56	19.64	20.32	20.79
symb3master_983	29.41	31.34	28.80	32.93
symb3master_984	4.46	5.36	5.61	5.58
symb3master_985	6.32	6.86	8.15	7.05
symb3master_986	48.68	50.93	47.95	46.29
symb3master_987	17.39	17.37	16.46	18.59
symb3master_988	2.07	1.68	1.99	1.29
symb3master_989	21.85	17.77	15.57	15.44
symb3master_990	1.18	1.61	1.98	1.41
symb3master_991	9.11	8.28	8.68	8.07
symb3master_992	3.59	2.44	2.29	3.11
symb3master_993	30.93	27.58	30.30	29.16
symb3master_994	16.79	17.82	17.02	21.75
symb3master_995	11.25	12.00	11.69	11.78
symb3master_996	15.09	15.60	15.23	15.33
symb3master_997	24.18	26.93	24.33	24.50
symb3master_998	22.67	24.19	25.64	27.11
symb3master_999	13.29	14.27	14.53	14.94
symb3master_1000	11.44	10.79	10.69	12.14
symb3master_1001	26.16	27.29	25.53	25.72
symb3master_1002	7.57	8.19	7.34	7.52
symb3master_1003	9.64	10.26	9.60	11.08
symb3master_1004	18.87	19.15	18.07	17.94
symb3master_1005	8.44	8.38	9.12	9.35
symb3master_1006	16.89	16.43	17.24	15.06
symb3master_1007	10.51	12.97	14.42	12.05
symb3master_1008	25.37	27.40	29.10	29.71
symb3master_1009	9.86	8.18	10.07	8.35
symb3master_1010	12.80	14.57	14.57	14.42
symb3master_1011	22.48	21.58	23.51	20.89
symb3master_1012	6.84	6.79	5.78	5.19
symb3master_1013	6.15	5.42	5.51	5.62
symb3master_1014	32.72	35.77	34.79	34.81
symb3master_1015	9.24	9.12	10.09	11.77
symb3master_1016	25.84	29.37	29.68	27.24
symb3master_1017	15.77	14.73	15.26	18.39
symb3master_1018	24.13	23.56	23.47	29.72
symb3master_1019	19.26	21.13	23.54	21.04
symb3master_1020	12.10	13.45	13.32	13.74
symb3master_1021	81.18	77.72	75.98	76.97
symb3master_1022	10.47	11.10	10.86	10.73
symb3master_1023	8.99	10.42	11.07	11.48
symb3master_1024	14.88	14.61	14.00	13.15
symb3master_1025	24.91	27.36	25.50	24.95
symb3master_1026	9.24	10.54	9.30	7.82
symb3master_1027	21.86	23.71	23.62	26.26
symb3master_1028	12.26	13.75	14.04	14.13
symb3master_1029	28.27	29.46	29.31	28.72
symb3master_1030	13.69	11.46	12.79	11.20
symb3master_1031	29.68	27.64	27.85	25.61
symb3master_1032	15.47	15.45	15.32	16.53
symb3master_1033	45.46	38.31	38.73	34.79
symb3master_1034	15.40	14.32	17.17	15.71
symb3master_1035	6.67	7.45	7.26	7.82
symb3master_1036	56.89	58.56	58.02	57.18
symb3master_1037	14.67	15.50	18.60	18.12
symb3master_1038	35.60	43.19	37.12	44.81
symb3master_1039	35.93	40.61	42.14	38.68
symb3master_1040	34.76	36.57	33.53	31.35
symb3master_1041	6.86	7.48	8.54	8.14
symb3master_1042	44.98	48.51	45.65	53.52
symb3master_1043	48.88	50.85	49.83	52.26
symb3master_1045	17.87	19.30	19.62	20.02
symb3master_1046	22.54	23.14	24.11	22.90
symb3master_1047	22.74	21.36	23.74	21.19
symb3master_1048	22.82	22.50	23.59	23.20
symb3master_1049	32.67	30.20	30.96	27.72
symb3master_1050	12.62	15.10	15.42	14.46
symb3master_1051	38.62	39.69	39.68	39.42
symb3master_1052	32.11	31.06	37.51	35.87
symb3master_1053	7.20	6.41	6.27	4.89
symb3master_1054	1.77	2.02	1.68	1.51
symb3master_1055	6.28	7.83	8.50	9.12
symb3master_1056	32.91	34.01	34.46	35.20
symb3master_1057	11.75	10.03	10.86	10.65
symb3master_1058	24.84	24.36	20.68	21.26
symb3master_1059	26.34	26.70	25.16	25.23
symb3master_1060	23.00	25.61	23.47	25.36
symb3master_1061	45.39	47.86	48.62	48.04
symb3master_1062	83.11	74.04	76.73	63.95
symb3master_1063	27.31	30.94	31.83	31.49
symb3master_1064	3.78	3.56	3.91	4.01
symb3master_1065	17.61	18.51	19.98	15.77
symb3master_1066	5.19	5.08	3.42	4.10
symb3master_1067	23.35	25.61	25.84	24.98
symb3master_1068	24.99	26.16	26.14	28.87
symb3master_1069	20.83	22.72	21.26	21.39
symb3master_1070	82.38	58.79	61.94	57.88
symb3master_1071	7.62	8.22	8.74	8.84
symb3master_1072	20.27	21.78	21.07	20.29
symb3master_1073	14.35	12.74	16.59	17.87
symb3master_1074	11.64	9.59	11.61	9.95
symb3master_1075	17.67	17.74	17.33	16.84
symb3master_1076	16.07	17.04	16.45	18.55
symb3master_1077	12.10	10.23	9.30	12.35
symb3master_1078	6.25	6.33	7.56	7.92
symb3master_1079	159.08	153.98	146.39	161.90
symb3master_1080	41.57	44.24	44.65	44.21
symb3master_1081	34.07	34.92	34.13	36.55
symb3master_1082	31.44	28.15	30.41	31.38
symb3master_1083	18.62	19.30	19.71	20.50
symb3master_1084	41.52	41.63	44.12	44.81
symb3master_1085	15.36	17.37	17.72	16.53
symb3master_1086	12.59	12.60	13.33	11.73
symb3master_1087	15.50	14.89	16.91	16.44
symb3master_1088	7.42	7.86	7.91	8.68
symb3master_1089	14.27	15.19	14.33	14.35
symb3master_1090	55.46	61.17	67.78	61.85
symb3master_1091	1.43	1.67	1.45	1.43
symb3master_1092	13.16	11.90	12.14	14.60
symb3master_1093	9.65	10.81	11.38	11.58
symb3master_1094	7.31	8.33	7.90	9.23
symb3master_1095	69.59	68.96	62.88	53.60
symb3master_1096	11.70	11.98	12.00	12.39
symb3master_1097	15.29	15.60	14.87	16.36
symb3master_1098	28.54	29.45	31.10	32.46
symb3master_1099	13.91	12.36	14.08	11.51
symb3master_1100	40.90	36.57	38.13	34.57
symb3master_1101	5.32	4.62	4.80	4.85
symb3master_1102	4.35	4.17	4.05	5.62
symb3master_1103	32.65	29.06	28.20	31.64
symb3master_1104	12.87	12.05	11.90	12.94
symb3master_1105	26.02	28.13	26.75	28.77
symb3master_1106	11.72	11.92	11.29	10.64
symb3master_1107	9.36	10.49	10.56	10.51
symb3master_1108	2.84	2.86	2.57	2.25
symb3master_1109	15.83	15.38	13.52	13.41
symb3master_1110	11.99	12.05	14.13	13.08
symb3master_1111	3.28	3.77	3.78	3.73
symb3master_1112	47.94	48.67	49.86	49.95
symb3master_1113	39.27	38.13	38.63	38.65
symb3master_1114	17.82	19.41	18.50	22.50
symb3master_1115	51.11	46.01	46.79	42.10
symb3master_1116	12.25	11.95	12.74	13.85
symb3master_1117	76.84	69.42	70.72	75.42
symb3master_1118	25.06	23.33	21.38	19.57
symb3master_1119	68.20	68.84	71.05	66.90
symb3master_1120	34.63	35.19	33.76	32.71
symb3master_1121	74.14	64.59	70.76	67.28
symb3master_1122	31.93	30.83	29.26	29.30
symb3master_1123	10.04	8.34	9.99	9.68
symb3master_1124	10.03	10.64	11.86	11.39
symb3master_1125	27.61	29.69	30.29	33.76
symb3master_1126	58.03	60.19	57.93	69.45
symb3master_1127	15.01	15.26	15.22	14.67
symb3master_1128	23.70	26.12	28.83	28.95
symb3master_1129	12.82	14.15	14.20	16.07
symb3master_1130	6.47	6.41	5.48	6.63
symb3master_1131	242.73	232.40	240.53	238.30
symb3master_1132	19.00	18.80	18.54	22.23
symb3master_1133	3.57	2.19	1.85	2.29
symb3master_1134	8.28	8.16	8.84	9.10
symb3master_1135	29.83	29.90	27.22	29.17
symb3master_1136	53.53	54.32	56.12	53.48
symb3master_1137	1.20	1.00	1.04	1.20
symb3master_1138	18.31	17.87	15.27	17.75
symb3master_1139	7.44	8.19	7.42	8.83
symb3master_1140	30.51	31.07	31.26	34.86
symb3master_1141	124.09	124.74	115.67	110.48
symb3master_1142	8.11	7.22	7.04	9.02
symb3master_1143	20.07	20.53	19.65	19.34
symb3master_1144	9.25	6.52	5.96	5.75
symb3master_1145	20.52	20.21	20.27	23.39
symb3master_1146	17.34	19.38	19.89	20.83
symb3master_1147	8.37	8.43	8.84	9.50
symb3master_1148	4.12	4.16	4.73	4.32
symb3master_1149	4.83	4.45	5.56	4.94
symb3master_1150	7.94	8.96	7.57	8.35
symb3master_1151	39.94	34.22	30.99	28.04
symb3master_1152	23.79	26.07	24.73	24.64
symb3master_1153	12.92	14.99	14.21	16.41
symb3master_1154	0.00	0.00	0.09	0.00
symb3master_1155	2.05	2.02	2.47	1.78
